corpus_id	file_id	token_id	sentence	token	begin	end
bible	LEV	3:6	"'If his offering for a sacrifice of peace offerings to Yahweh is from the flock; male or female, he shall offer it without blemish.	blemish	124	131
bible	ACT	2:46	Day by day, continuing steadfastly with one accord in the temple, and breaking bread at home, they took their food with gladness and singleness of heart,	singleness	133	143
bible	NUM	29:37	their meal offering and their drink offerings for the bull, for the ram, and for the lambs, shall be according to their number, after the ordinance:	lambs	85	90
bible	DAN	3:15	Now if you are ready whenever you hear the sound of the horn, flute, zither, lyre, harp, pipe, and all kinds of music to fall down and worship the image which I have made, [well]: but if you don't worship, you shall be cast the same hour into the midst of a burning fiery furnace; and who is that god that shall deliver you out of my hands?	lyre	77	81
bible	ROM	7:8	But sin, finding occasion through the commandment, produced in me all kinds of coveting.	occasion	17	25
bible	EZE	7:7	Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.	inhabitant	27	37
bible	2CH	9:5	She said to the king, "It was a true report that I heard in my own land of your acts, and of your wisdom.	acts	80	84
bible	MAT	24:7	For nation will rise against nation, and kingdom against kingdom; and there will be famines, plagues, and earthquakes in various places.	famines	84	91
bible	LAM	3:13	He has caused the shafts of his quiver to enter into my kidneys.	quiver	32	38
bible	LEV	21:7	"'They shall not marry a woman who is a prostitute, or profane; neither shall they marry a woman divorced from her husband: for he is holy to his God.	profane	55	62
bible	JDG	8:7	Gideon said, "Therefore when Yahweh has delivered Zebah and Zalmunna into my hand, then I will tear your flesh with the thorns of the wilderness and with briers."	wilderness	134	144
bible	2SA	2:16	They each caught his opponent by the head, and thrust his sword in his fellow's side; so they fell down together: therefore that place was called Helkath Hazzurim, which is in Gibeon.	head	37	41
bible	ISA	2:10	Enter into the rock, and hide in the dust, from before the terror of Yahweh, and from the glory of his majesty.	majesty	103	110
bible	LUK	22:13	They went, found things as he had told them, and they prepared the Passover.	Passover	67	75
bible	2KI	17:7	It was so, because the children of Israel had sinned against Yahweh their God, who brought them up out of the land of Egypt from under the hand of Pharaoh king of Egypt, and had feared other gods,	gods	191	195
bible	2CO	3:8	won't service of the Spirit be with much more glory?	glory	46	51
bible	1SA	23:18	They both made a covenant before Yahweh: and David stayed in the woods, and Jonathan went to his house.	Jonathan	76	84
bible	2CH	32:24	In those days Hezekiah was sick even to death: and he prayed to Yahweh; and he spoke to him, and gave him a sign.	Hezekiah	14	22
bible	GEN	27:46	Rebekah said to Isaac, "I am weary of my life because of the daughters of Heth.	Rebekah	0	7
bible	LUK	23:34	Jesus said, "Father, forgive them, for they don't know what they are doing."	Father	13	19
bible	1SA	17:28	I know your pride, and the naughtiness of your heart; for you have come down that you might see the battle."	naughtiness	226	237
bible	JER	16:11	Then you shall tell them, Because your fathers have forsaken me, says Yahweh, and have walked after other gods, and have served them, and have worshiped them, and have forsaken me, and have not kept my law;	gods	106	110
bible	LUK	5:7	They came, and filled both boats, so that they began to sink.	boats	115	120
bible	1CH	29:4	even three thousand talents of gold, of the gold of Ophir, and seven thousand talents of refined silver, with which to overlay the walls of the houses;	Ophir	52	57
bible	2SA	1:4	He answered, "The people have fled from the battle, and many of the people also have fallen and are dead; and Saul and Jonathan his son are dead also."	battle	96	102
bible	EZE	35:14	Thus says the Lord Yahweh: When the whole earth rejoices, I will make you desolate.	rejoices	48	56
bible	ACT	26:11	Punishing them often in all the synagogues, I tried to make them blaspheme.	synagogues	32	42
bible	EXO	33:17	Yahweh said to Moses, "I will do this thing also that you have spoken; for you have found favor in my sight, and I know you by name."	sight	102	107
bible	JOB	40:15	"See now, behemoth, which I made as well as you.	behemoth	10	18
bible	LEV	14:15	The priest shall take some of the log of oil, and pour it into the palm of his own left hand.	log	34	37
bible	GEN	31:54	Jacob offered a sacrifice in the mountain, and called his relatives to eat bread.	mountain	33	41
bible	DEU	5:7	"You shall have no other gods before me.	gods	25	29
bible	ISA	40:23	who brings princes to nothing; who makes the judges of the earth like meaningless.	judges	45	51
bible	MAT	18:35	So my heavenly Father will also do to you, if you don't each forgive your brother from your hearts for his misdeeds."	hearts	92	98
bible	DAN	4:7	Then came in the magicians, the enchanters, the Chaldeans, and the soothsayers; and I told the dream before them; but they did not make known to me its interpretation.	soothsayers	67	78
bible	JER	1:10	Behold, I have this day set you over the nations and over the kingdoms, to pluck up and to break down and to destroy and to overthrow, to build and to plant."	Behold	0	6
bible	PSA	33:6	By Yahweh's word, the heavens were made; all their army by the breath of his mouth.	breath	63	69
bible	PSA	31:6	I hate those who regard lying vanities, but I trust in Yahweh.	vanities	30	38
bible	NUM	10:29	Come with us, and we will treat you well; for Yahweh has spoken good concerning Israel."	Israel	234	240
bible	GEN	9:10	and with every living creature that is with you: the birds, the livestock, and every animal of the earth with you, of all that go out of the ship, even every animal of the earth.	creature	22	30
bible	LEV	11:16	the horned owl, the screech owl, and the gull, any kind of hawk,	hawk	59	63
bible	GEN	16:8	He said, "Hagar, Sarai's handmaid, where did you come from?	Hagar	10	15
bible	1TI	1:17	Now to the King eternal, immortal, invisible, to God who alone is wise, be honor and glory forever and ever.	King	11	15
bible	ACT	4:5	It happened in the morning, that their rulers, elders, and scribes were gathered together in Jerusalem.	scribes	59	66
bible	ZEC	10:3	My anger is kindled against the shepherds, and I will punish the male goats; For Yahweh of Armies has visited his flock, the house of Judah, and will make them as his majestic horse in the battle.	Armies	91	97
bible	NUM	23:12	He answered and said, "Must I not take heed to speak that which Yahweh puts in my mouth?"	mouth	82	87
bible	JAM	2:4	haven't you shown partiality among yourselves, and become judges with evil thoughts?	partiality	18	28
bible	HOS	7:16	Their princes will fall by the sword for the rage of their tongue.	tongue	126	132
bible	JOS	8:3	Joshua chose thirty thousand men, the mighty men of valor, and sent them out by night.	valor	112	117
bible	GEN	43:22	We don't know who put our money in our sacks."	sacks	97	102
bible	JOB	42:12	So Yahweh blessed the latter end of Job more than his beginning.	beginning	54	63
bible	MAT	21:12	Jesus entered into the temple of God, and drove out all of those who sold and bought in the temple, and overthrew the money changers' tables and the seats of those who sold the doves.	seats	149	154
bible	EST	9:10	the ten sons of Haman the son of Hammedatha, the Jew's enemy, but they didn't lay their hand on the plunder.	hand	88	92
bible	2SA	22:34	He makes his feet like hinds' feet, and sets me on my high places.	hinds	23	28
bible	ISA	56:11	Yes, the dogs are greedy, they can never have enough; and these are shepherds who can't understand: they have all turned to their own way, each one to his gain, from every quarter.	dogs	9	13
bible	JER	11:5	that I may establish the oath which I swore to your fathers, to give them a land flowing with milk and honey, as at this day.	fathers	52	59
bible	JUD	1:17	But you, beloved, remember the words which have been spoken before by the apostles of our Lord Jesus Christ.	apostles	74	82
bible	ISA	10:19	The remnant of the trees of his forest shall be few, so that a child could write their number.	forest	32	38
bible	LUK	9:36	When the voice came, Jesus was found alone.	Jesus	21	26
bible	1SA	25:31	that this shall be no grief to you, nor offense of heart to my lord, either that you have shed blood without cause, or that my lord has avenged himself.	offense	40	47
bible	LEV	19:30	"'You shall keep my Sabbaths, and reverence my sanctuary; I am Yahweh.	Sabbaths	20	28
bible	EXO	21:28	"If a bull gores a man or a woman to death, the bull shall surely be stoned, and its flesh shall not be eaten; but the owner of the bull shall not be held responsible.	flesh	85	90
bible	LUK	23:49	All his acquaintances, and the women who followed with him from Galilee, stood at a distance, watching these things.	acquaintances	8	21
bible	JER	36:20	They went in to the king into the court; but they had laid up the scroll in the room of Elishama the scribe; and they told all the words in the ears of the king.	scribe	101	107
bible	LAM	3:34	To crush under foot all the prisoners of the earth,	earth	45	50
bible	EZE	48:14	They shall sell none of it, nor exchange it, nor shall the first fruits of the land be alienated; for it is holy to Yahweh.	exchange	32	40
bible	LUK	16:13	You aren't able to serve God and mammon ."	mammon	172	178
bible	MIC	2:11	If a man walking in a spirit of falsehood lies: "I will prophesy to you of wine and of strong drink"; he would be the prophet of this people.	falsehood	32	41
bible	LUK	21:11	There will be terrors and great signs from heaven.	signs	105	110
bible	1SA	13:2	Saul chose for himself three thousand men of Israel, of which two thousand were with Saul in Michmash and in the Mount of Bethel, and one thousand were with Jonathan in Gibeah of Benjamin: and the rest of the people he sent every man to his tent.	Bethel	122	128
bible	MAT	15:31	so that the multitude wondered when they saw the mute speaking, injured whole, lame walking, and blind seeing--and they glorified the God of Israel.	whole	72	77
bible	EZE	14:6	Therefore tell the house of Israel, Thus says the Lord Yahweh: Return, and turn yourselves from your idols; and turn away your faces from all your abominations.	abominations	147	159
bible	PRO	22:17	Turn your ear, and listen to the words of the wise.	words	33	38
bible	1SA	25:9	When David's young men came, they spoke to Nabal according to all those words in the name of David, and ceased.	words	72	77
bible	2KI	24:1	In his days Nebuchadnezzar king of Babylon came up, and Jehoiakim became his servant three years: then he turned and rebelled against him.	king	27	31
bible	1KI	7:36	On the plates of its stays, and on its panels, he engraved cherubim, lions, and palm trees, according to the space of each, with wreaths all around.	stays	21	26
bible	2CH	25:23	Joash king of Israel took Amaziah king of Judah, the son of Joash the son of Jehoahaz, at Beth Shemesh, and brought him to Jerusalem, and broke down the wall of Jerusalem from the gate of Ephraim to the corner gate, four hundred cubits.	cubits	229	235
bible	HEB	1:13	But which of the angels has he told at any time, "Sit at my right hand, until I make your enemies the footstool of your feet?"	footstool	102	111
bible	PRO	22:26	Don't you be one of those who strike hands, of those who are collateral for debts.	debts	76	81
bible	2CO	8:7	But as you abound in everything, in faith, utterance, knowledge, all earnestness, and in your love to us, see that you also abound in this grace.	earnestness	69	80
bible	MAT	12:38	Then certain of the scribes and Pharisees answered, "Teacher, we want to see a sign from you."	scribes	20	27
bible	LEV	2:5	If your offering is a meal offering of the griddle, it shall be of unleavened fine flour, mixed with oil.	griddle	43	50
bible	2TH	3:12	Now those who are that way, we command and exhort in the Lord Jesus Christ, that with quietness they work, and eat their own bread.	bread	125	130
bible	EZE	28:26	They shall dwell securely therein; yes, they shall build houses, and plant vineyards, and shall dwell securely, when I have executed judgments on all those who do them despite all around them; and they shall know that I am Yahweh their God.	vineyards	75	84
bible	2KI	25:2	So the city was besieged to the eleventh year of king Zedekiah.	eleventh	32	40
bible	DAN	5:21	and he was driven from the sons of men, and his heart was made like the animals', and his dwelling was with the wild donkeys; he was fed with grass like oxen, and his body was wet with the dew of the sky; until he knew that the Most High God rules in the kingdom of men, and that he sets up over it whomever he will.	oxen	153	157
bible	EZR	7:1	Now after these things, in the reign of Artaxerxes king of Persia, Ezra the son of Seraiah, the son of Azariah, the son of Hilkiah,	reign	31	36
bible	EXO	36:34	He overlaid the boards with gold, and made their rings of gold for places for the bars, and overlaid the bars with gold.	rings	49	54
bible	1SA	13:15	Samuel arose, and went from Gilgal to Gibeah of Benjamin.	Benjamin	48	56
bible	EXO	35:17	the hangings of the court, its pillars, their sockets, and the screen for the gate of the court;	hangings	4	12
bible	EZE	21:23	It shall be to them as a false divination in their sight, who have sworn oaths to them; but he brings iniquity to memory, that they may be taken.	divination	31	41
bible	2KI	23:4	The king commanded Hilkiah the high priest, and the priests of the second order, and the keepers of the threshold, to bring forth out of Yahweh's temple all the vessels that were made for Baal, and for the Asherah, and for all the army of the sky, and he burned them outside of Jerusalem in the fields of the Kidron, and carried their ashes to Bethel.	Bethel	344	350
bible	JDG	8:31	His concubine who was in Shechem, she also bore him a son, and he named him Abimelech.	concubine	4	13
bible	JOH	19:20	Therefore many of the Jews read this title, for the place where Jesus was crucified was near the city; and it was written in Hebrew, in Latin, and in Greek.	Latin	136	141
bible	DAN	9:2	in the first year of his reign I, Daniel, understood by the books the number of the years about which the word of Yahweh came to Jeremiah the prophet, for the accomplishing of the desolations of Jerusalem, even seventy years.	books	60	65
bible	LEV	23:27	"However on the tenth day of this seventh month is the day of atonement: it shall be a holy convocation to you, and you shall afflict yourselves; and you shall offer an offering made by fire to Yahweh.	convocation	92	103
bible	NEH	8:9	Nehemiah, who was the governor, and Ezra the priest the scribe, and the Levites who taught the people, said to all the people, "This day is holy to Yahweh your God.	Ezra	36	40
bible	PSA	34:14	seek peace, and pursue it.	peace	36	41
bible	NEH	5:18	Now that which was prepared for one day was one ox and six choice sheep; also fowls were prepared for me, and once in ten days store of all sorts of wine: yet for all this I didn't demand the bread of the governor, because the bondage was heavy on this people.	governor	205	213
bible	PRO	27:5	Better is open rebuke than hidden love.	rebuke	15	21
bible	EXO	36:31	He made bars of acacia wood; five for the boards of the one side of the tabernacle,	boards	42	48
bible	1TI	2:13	For Adam was first formed, then Eve.	Adam	4	8
bible	1KI	20:32	So they put sackcloth on their bodies and ropes on their heads, and came to the king of Israel, and said, "Your servant Ben Hadad says, 'Please let me live.'"	ropes	42	47
bible	JOS	1:11	"Pass through the midst of the camp, and command the people, saying, 'Prepare food; for within three days you are to pass over this Jordan, to go in to possess the land, which Yahweh your God gives you to possess it.'"	Jordan	132	138
bible	JOH	1:29	The next day, he saw Jesus coming to him, and said, "Behold, the Lamb of God, who takes away the sin of the world!	world	108	113
bible	1CH	19:6	When the children of Ammon saw that they had made themselves odious to David, Hanun and the children of Ammon sent one thousand talents of silver to hire them chariots and horsemen out of Mesopotamia, and out of Arammaacah, and out of Zobah.	Mesopotamia	188	199
bible	GEN	10:2	The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.	Tubal	49	54
bible	SON	1:17	The beams of our house are cedars.	beams	4	9
bible	ISA	36:2	He stood by the aqueduct from the upper pool in the fuller's field highway.	highway	164	171
bible	ACT	19:27	Not only is there danger that this our trade come into disrepute, but also that the temple of the great goddess Artemis will be counted as nothing, and her majesty destroyed, whom all Asia and the world worships."	disrepute	55	64
bible	NUM	31:19	"Encamp outside of the camp seven days: whoever has killed any person, and whoever has touched any slain, purify yourselves on the third day and on the seventh day, you and your captives.	person	63	69
bible	LUK	22:14	When the hour had come, he sat down with the twelve apostles.	apostles	52	60
bible	PRO	16:12	It is an abomination for kings to do wrong, for the throne is established by righteousness.	throne	52	58
bible	LUK	24:33	They rose up that very hour, returned to Jerusalem, and found the eleven gathered together, and those who were with them,	hour	23	27
bible	LEV	19:4	"'Don't turn to idols, nor make molten gods for yourselves.	idols	16	21
bible	2KI	9:26	'Surely I have seen yesterday the blood of Naboth, and the blood of his sons,' says Yahweh; 'and I will repay you in this plot of ground,' says Yahweh.	yesterday	20	29
bible	1TI	5:10	being approved by good works, if she has brought up children, if she has been hospitable to strangers, if she has washed the saints' feet, if she has relieved the afflicted, and if she has diligently followed every good work.	strangers	92	101
bible	JOS	2:22	The pursuers sought them throughout all the way, but didn't find them.	pursuers	103	111
bible	ACT	13:27	For those who dwell in Jerusalem, and their rulers, because they didn't know him, nor the voices of the prophets which are read every Sabbath, fulfilled them by condemning him.	rulers	44	50
bible	2SA	12:31	He brought out the people who were therein, and put them under saws, and under iron picks, and under axes of iron, and made them pass through the brick kiln: and he did so to all the cities of the children of Ammon.	picks	84	89
bible	EST	7:8	As the word went out of the king's mouth, they covered Haman's face.	face	284	288
bible	NUM	15:31	Because he has despised the word of Yahweh, and has broken his commandment, that soul shall utterly be cut off; his iniquity shall be on him.'"	word	28	32
bible	1SA	14:6	Jonathan said to the young man who bore his armor, "Come, and let us go over to the garrison of these uncircumcised.	garrison	84	92
bible	DAN	2:19	Then Daniel blessed the God of heaven.	Daniel	70	76
bible	GEN	43:24	He gave their donkeys fodder.	donkeys	108	115
bible	ISA	24:8	The mirth of tambourines ceases.	tambourines	13	24
bible	JER	1:17	"You therefore put your belt on your waist, arise, and speak to them all that I command you.	waist	37	42
bible	MAT	7:29	for he taught them with authority, and not like the scribes.	authority	24	33
bible	EST	1:18	This will cause much contempt and wrath.	contempt	132	140
bible	GAL	5:2	Behold, I, Paul, tell you that if you receive circumcision, Christ will profit you nothing.	circumcision	46	58
bible	PSA	68:17	The chariots of God are tens of thousands and thousands of thousands.	tens	24	28
bible	JDG	19:14	So they passed on and went their way; and the sun went down on them near to Gibeah, which belongs to Benjamin.	Benjamin	101	109
bible	2CH	6:42	Remember your loving kindnesses to David your servant."	kindnesses	77	87
bible	1SA	26:23	Yahweh will render to every man his righteousness and his faithfulness; because Yahweh delivered you into my hand today, and I wouldn't put forth my hand against Yahweh's anointed.	faithfulness	58	70
bible	ISA	18:2	that sends ambassadors by the sea, even in vessels of papyrus on the waters, saying, "Go, you swift messengers, to a nation tall and smooth, to a people awesome from their beginning onward, a nation that measures out and treads down, whose land the rivers divide!"	sea	30	33
bible	1CH	12:15	These are those who went over the Jordan in the first month, when it had overflowed all its banks; and they put to flight all them of the valleys, both toward the east, and toward the west.	west	184	188
bible	JER	39:1	It happened when Jerusalem was taken, (in the ninth year of Zedekiah king of Judah, in the tenth month, came Nebuchadnezzar king of Babylon and all his army against Jerusalem, and besieged it;	tenth	91	96
bible	JER	52:29	in the eighteenth year of Nebuchadnezzar he carried away captive from Jerusalem eight hundred thirty-two persons;	Nebuchadnezzar	26	40
bible	NEH	3:16	After him, Nehemiah the son of Azbuk, the ruler of half the district of Beth Zur, made repairs to the place opposite the tombs of David, and to the pool that was made, and to the house of the mighty men.	tombs	121	126
bible	PRO	15:33	Before honor is humility.	honor	42	47
bible	ISA	10:24	Therefore the Lord, Yahweh of Armies, says "My people who dwell in Zion, don't be afraid of the Assyrian, though he strike you with the rod, and lift up his staff against you, as Egypt did.	Zion	67	71
bible	DEU	28:31	Your ox shall be slain before your eyes, and you shall not eat of it: your donkey shall be violently taken away from before your face, and shall not be restored to you: your sheep shall be given to your enemies, and you shall have none to save you.	enemies	203	210
bible	1KI	6:38	In the eleventh year, in the month Bul, which is the eighth month, was the house finished throughout all its parts, and according to all its fashion.	fashion	141	148
bible	2TH	1:12	that the name of our Lord Jesus may be glorified in you, and you in him, according to the grace of our God and the Lord Jesus Christ.	Christ	126	132
bible	ECC	1:18	For in much wisdom is much grief; and he who increases knowledge increases sorrow.	wisdom	12	18
bible	PSA	27:1	>> Yahweh is my light and my salvation.	salvation	40	49
bible	SON	4:13	Your shoots are an orchard of pomegranates, with precious fruits: henna with spikenard plants,	henna	66	71
bible	EXO	6:3	and I appeared to Abraham, to Isaac, and to Jacob, as God Almighty; but by my name Yahweh I was not known to them.	Isaac	30	35
bible	2TI	4:5	But you be sober in all things, suffer hardship, do the work of an evangelist, and fulfill your ministry.	evangelist	67	77
bible	2KI	18:4	He removed the high places, and broke the pillars, and cut down the Asherah: and he broke in pieces the bronze serpent that Moses had made; for in those days the children of Israel burned incense to it; and he called it Nehushtan.	incense	188	195
bible	NUM	1:5	These are the names of the men who shall stand with you: Of Reuben: Elizur the son of Shedeur.	names	14	19
bible	LAM	4:3	Even the jackals draw out the breast, they nurse their young ones: The daughter of my people has become cruel, like the ostriches in the wilderness.	ostriches	120	129
bible	LEV	11:22	Even of these you may eat: any kind of locust, any kind of katydid, any kind of cricket, and any kind of grasshopper.	katydid	59	66
bible	1CH	18:2	He struck Moab; and the Moabites became servants to David, and brought tribute.	tribute	71	78
bible	LEV	11:42	Whatever goes on its belly, and whatever goes on all fours, or whatever has many feet, even all creeping things that creep on the earth, them you shall not eat; for they are an abomination.	feet	81	85
bible	LUK	7:28	"For I tell you, among those who are born of women there is not a greater prophet than John the Baptizer, yet he who is least in the Kingdom of God is greater than he."	John	87	91
bible	PSA	103:18	to those who keep his covenant, to those who remember to obey his precepts.	precepts	66	74
bible	2KI	12:7	Now therefore take no more money from your treasurers, but deliver it for the breaches of the house."	breaches	222	230
bible	MAT	13:55	Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?	Simon	94	99
bible	2CH	2:4	Behold, I am about to build a house for the name of Yahweh my God, to dedicate it to him, and to burn before him incense of sweet spices, and for the continual show bread, and for the burnt offerings morning and evening, on the Sabbaths, and on the new moons, and on the set feasts of Yahweh our God.	Sabbaths	228	236
bible	EXO	33:21	Yahweh also said, "Behold, there is a place by me, and you shall stand on the rock.	rock	78	82
bible	EZE	17:12	Say now to the rebellious house, Don't you know what these things mean?	things	59	65
bible	JOB	22:5	Neither is there any end to your iniquities.	iniquities	62	72
bible	LUK	8:10	He said, "To you it is given to know the mysteries of the Kingdom of God, but to the rest in parables; that 'seeing they may not see, and hearing they may not understand.'	parables	93	101
bible	LEV	26:31	I will lay your cities waste, and will bring your sanctuaries to desolation, and I will not take delight in the sweet fragrance of your offerings.	sanctuaries	50	61
bible	ISA	29:8	The multitude of all the nations that fight against Mount Zion will be like that.	Zion	291	295
bible	LUK	2:36	There was one Anna, a prophetess, the daughter of Phanuel, of the tribe of Asher (she was of a great age, having lived with a husband seven years from her virginity,	virginity	155	164
bible	JER	51:57	I will make drunk her princes and her wise men, her governors and her deputies, and her mighty men; and they shall sleep a perpetual sleep, and not wake up, says the King, whose name is Yahweh of Armies.	governors	52	61
bible	2KI	20:16	Isaiah said to Hezekiah, "Hear the word of Yahweh.	word	35	39
bible	NUM	12:8	Why then were you not afraid to speak against my servant, against Moses?"	servant	153	160
bible	JOS	19:14	The border turned around it on the north to Hannathon; and it ended at the valley of Iphtah El;	valley	75	81
bible	DAN	4:19	Then Daniel, whose name was Belteshazzar, was stricken mute for a while, and his thoughts troubled him.	Daniel	5	11
bible	NUM	22:7	The elders of Moab and the elders of Midian departed with the rewards of divination in their hand; and they came to Balaam, and spoke to him the words of Balak.	divination	73	83
bible	COL	2:2	that their hearts may be comforted, they being knit together in love, and gaining all riches of the full assurance of understanding, that they may know the mystery of God, both of the Father and of Christ,	hearts	11	17
bible	EZE	3:12	Then the Spirit lifted me up, and I heard behind me the voice of a great rushing, saying, Blessed be the glory of Yahweh from his place.	glory	105	110
bible	ROM	12:1	Therefore I urge you, brothers, by the mercies of God, to present your bodies a living sacrifice, holy, acceptable to God, which is your spiritual service.	mercies	39	46
bible	NUM	26:28	The sons of Joseph after their families: Manasseh and Ephraim.	Joseph	12	18
bible	LUK	1:64	His mouth was opened immediately, and his tongue freed, and he spoke, blessing God.	tongue	42	48
bible	JER	18:12	But they say, It is in vain; for we will walk after our own devices, and we will do everyone after the stubbornness of his evil heart.	stubbornness	103	115
bible	GEN	41:14	Then Pharaoh sent and called Joseph, and they brought him hastily out of the dungeon.	dungeon	77	84
bible	JER	31:37	Thus says Yahweh: If heaven above can be measured, and the foundations of the earth searched out beneath, then will I also cast off all the seed of Israel for all that they have done, says Yahweh.	foundations	59	70
bible	NUM	15:5	and wine for the drink offering, the fourth part of a hin, you shall prepare with the burnt offering, or for the sacrifice, for each lamb.	hin	54	57
bible	EST	9:3	All the princes of the provinces, the satraps, the governors, and those who did the king's business helped the Jews, because the fear of Mordecai had fallen on them.	princes	8	15
bible	ISA	37:29	Because of your raging against me, and because your arrogance has come up into my ears, therefore will I put my hook in your nose and my bridle in your lips, and I will turn you back by the way by which you came.	lips	152	156
bible	PSA	71:13	Let my accusers be disappointed and consumed.	accusers	7	15
bible	ZEC	14:21	In that day there will no longer be a Canaanite in the house of Yahweh of Armies.	Canaanite	187	196
bible	JOS	22:34	The children of Reuben and the children of Gad named the altar "A Witness Between Us that Yahweh is God."	Gad	43	46
bible	ECC	11:10	Therefore remove sorrow from your heart, and put away evil from your flesh; for youth and the dawn of life are vanity.	youth	80	85
bible	DEU	5:15	You shall remember that you were a servant in the land of Egypt, and Yahweh your God brought you out of there by a mighty hand and by an outstretched arm: therefore Yahweh your God commanded you to keep the Sabbath day.	servant	35	42
bible	1CH	20:4	It happened after this, that there arose war at Gezer with the Philistines: then Sibbecai the Hushathite killed Sippai, of the sons of the giant; and they were subdued.	Philistines	63	74
bible	HAB	3:2	In wrath, you remember mercy.	mercy	180	185
bible	1SA	4:19	When she heard the news that the ark of God was taken, and that her father-in-law and her husband were dead, she bowed herself and gave birth; for her pains came on her.	husband	165	172
bible	ZEC	11:1	Open your doors, Lebanon, that the fire may devour your cedars.	cedars	56	62
bible	EZE	27:27	Your riches, and your wares, your merchandise, your mariners, and your pilots, your repairers of ship seams, and the dealers in your merchandise, and all your men of war, who are in you, with all your company which is in the midst of you, shall fall into the heart of the seas in the day of your ruin.	seas	272	276
bible	GAL	1:13	For you have heard of my way of living in time past in the Jews' religion, how that beyond measure I persecuted the assembly of God, and ravaged it.	assembly	116	124
bible	PSA	74:1	<<A contemplation by Asaph.	contemplation	4	17
bible	LEV	19:27	"'You shall not cut the hair on the sides of your heads, neither shall you clip off the edge of your beard.	beard	101	106
bible	2KI	22:6	to the carpenters, and to the builders, and to the masons, and for buying timber and cut stone to repair the house.	masons	51	57
bible	REV	4:3	There was a rainbow around the throne, like an emerald to look at.	throne	78	84
bible	JOH	6:26	Jesus answered them, "Most certainly I tell you, you seek me, not because you saw signs, but because you ate of the loaves, and were filled.	signs	82	87
bible	GEN	45:25	They went up out of Egypt, and came into the land of Canaan, to Jacob their father.	Canaan	53	59
